[  0   2   4   6   8  14  20  26  32  34  36  38  40  42  44  46  48  52
  56  60  64  67  71  74  77  81  84  87  91  94  97 101 104 110 116 122
 128 133 138 143 148 153 158 163 168 174 180 186 192 196 200 204 208] 52
0 10 0 1.0 1.0
0 7 0 1.0 1.0
1 11 0 1.0 1.0
32 2 0 1.0 1.0
32 31 0 4.689679594403e-310 4.689679594403e-310
32 2 0 1.0 1.0
1 13 0 1.0 1.0
2 15 0 1.0 1.0
32 6 0 1.0 1.0
2 1 0 1.0 1.0
40 3 0 1.0 1.0
40 43 0 0.0 0.0
40 19 0 4.6896795194149e-310 4.6896795194149e-310
40 28 0 4.243991623e-314 4.243991623e-314
40 36 0 4.68901912157986e-310 4.68901912157986e-310
41 37 0 5.6e-322 5.6e-322
41 0 0 1.0 1.0
41 29 0 4.68967959440497e-310 4.68967959440497e-310
41 40 0 4.6896796022776e-310 4.6896796022776e-310
41 16 0 4.6896791306698e-310 4.6896791306698e-310
42 41 0 4.68967914498033e-310 4.68967914498033e-310
42 30 0 4.6896791449815e-310 4.6896791449815e-310
42 38 0 4.6896795646887e-310 4.6896795646887e-310
42 1 0 1.0 1.0
42 17 0 7.95e-322 7.95e-322
43 2 0 1.0 1.0
16 8 0 1.0 1.0
16 6 0 1.0 1.0
16 7 0 1.0 1.0
20 12 0 1.0 1.0
20 44 0 2.1219958053e-314 2.1219958053e-314
20 20 0 4.6896795824403e-310 4.6896795824403e-310
21 0 0 1.0 1.0
21 16 0 4.6896791306698e-310 4.6896791306698e-310
21 4 0 1.0 1.0
21 20 0 4.6896795824403e-310 4.6896795824403e-310
22 40 0 4.6896796022776e-310 4.6896796022776e-310
22 9 0 1.0 1.0
22 16 0 4.6896791306698e-310 4.6896791306698e-310
23 13 0 1.0 1.0
23 21 0 4.689679144974e-310 4.689679144974e-310
23 45 0 4.6896791449752e-310 4.6896791449752e-310
36 32 0 0.0 0.0
36 4 0 1.0 1.0
36 20 0 4.6896795824403e-310 4.6896795824403e-310
36 44 0 2.1219958053e-314 2.1219958053e-314
36 24 0 4.68967950116964e-310 4.68967950116964e-310
37 21 0 4.689679144974e-310 4.689679144974e-310
37 45 0 4.6896791449752e-310 4.6896791449752e-310
37 33 0 6.9100670936993e-310 6.9100670936993e-310
37 25 0 4.689679144974e-310 4.689679144974e-310
37 5 0 1.0 1.0
38 26 0 4.68967911184157e-310 4.68967911184157e-310
38 34 0 4.68967922427984e-310 4.68967922427984e-310
38 46 0 4.68967959440497e-310 4.68967959440497e-310
38 6 0 1.0 1.0
12 11 0 1.0 1.0
12 10 0 1.0 1.0
13 15 0 1.0 1.0
4 28 0 4.243991623e-314 4.243991623e-314
3 5 0 1.0 1.0
3 3 0 1.0 1.0
43 39 0 4.6896794587563e-310 4.6896794587563e-310
43 31 0 4.689679594403e-310 4.689679594403e-310
43 18 0 4.6896795824399e-310 4.6896795824399e-310
43 42 0 4.68967911184157e-310 4.68967911184157e-310
38 22 0 4.6896795141608e-310 4.6896795141608e-310
39 35 0 4.6896792242506e-310 4.6896792242506e-310
39 27 0 0.0 0.0
39 23 0 0.0 0.0
39 47 0 4.689679594403e-310 4.689679594403e-310
39 7 0 1.0 1.0
48 1 0 1.0 1.0
48 2 0 1.0 1.0
48 0 0 1.0 1.0
28 42 0 4.68967911184157e-310 4.68967911184157e-310
28 18 0 4.6896795824399e-310 4.6896795824399e-310
28 11 0 1.0 1.0
24 1 0 1.0 1.0
24 5 0 1.0 1.0
24 21 0 4.689679144974e-310 4.689679144974e-310
24 17 0 7.95e-322 7.95e-322
25 17 0 7.95e-322 7.95e-322
25 41 0 4.68967914498033e-310 4.68967914498033e-310
25 10 0 1.0 1.0
32 0 0 1.0 1.0
32 26 0 4.68967911184157e-310 4.68967911184157e-310
33 4 0 1.0 1.0
33 7 0 1.0 1.0
33 6 0 1.0 1.0
4 6 0 1.0 1.0
4 8 0 1.0 1.0
26 22 0 4.6896795141608e-310 4.6896795141608e-310
26 46 0 4.68967959440497e-310 4.68967959440497e-310
26 14 0 1.0 1.0
27 18 0 4.6896795824399e-310 4.6896795824399e-310
27 22 0 4.6896795141608e-310 4.6896795141608e-310
27 2 0 1.0 1.0
27 6 0 1.0 1.0
48 3 0 1.0 1.0
49 4 0 1.0 1.0
49 6 0 1.0 1.0
44 32 0 0.0 0.0
44 44 0 2.1219958053e-314 2.1219958053e-314
44 12 0 1.0 1.0
33 28 0 4.243991623e-314 4.243991623e-314
33 3 0 1.0 1.0
33 27 0 0.0 0.0
34 29 0 4.68967959440497e-310 4.68967959440497e-310
34 8 0 1.0 1.0
34 4 0 1.0 1.0
34 9 0 1.0 1.0
34 24 0 4.68967950116964e-310 4.68967950116964e-310
34 0 0 1.0 1.0
35 1 0 1.0 1.0
16 10 0 1.0 1.0
17 9 0 1.0 1.0
17 12 0 1.0 1.0
17 11 0 1.0 1.0
17 13 0 1.0 1.0
18 14 0 1.0 1.0
18 0 0 1.0 1.0
18 15 0 1.0 1.0
18 1 0 1.0 1.0
19 3 0 1.0 1.0
19 5 0 1.0 1.0
19 4 0 1.0 1.0
19 2 0 1.0 1.0
35 25 0 4.689679144974e-310 4.689679144974e-310
35 12 0 1.0 1.0
35 14 0 1.0 1.0
49 5 0 1.0 1.0
49 7 0 1.0 1.0
50 11 0 1.0 1.0
50 9 0 1.0 1.0
8 12 0 1.0 1.0
35 5 0 1.0 1.0
35 30 0 4.6896791449815e-310 4.6896791449815e-310
44 8 0 1.0 1.0
44 43 0 0.0 0.0
44 36 0 4.68901912157986e-310 4.68901912157986e-310
45 33 0 6.9100670936993e-310 6.9100670936993e-310
