[  0   2   4   6   8  14  20  26  32  34  36  38  40  42  44  46  48  52
  56  60  64  67  71  74  77  81  84  87  91  94  97 101 104 110 116 122
 128 133 138 143 148 153 158 163 168 174 180 186 192 196 200 204 208] 52
45 45 0 4.6896791449752e-310 4.6896791449752e-310
45 37 0 5.6e-322 5.6e-322
45 13 0 1.0 1.0
4 36 0 4.68901912157986e-310 4.68901912157986e-310
4 24 0 4.68967950116964e-310 4.68967950116964e-310
4 32 0 0.0 0.0
5 29 0 4.68967959440497e-310 4.68967959440497e-310
5 25 0 4.689679144974e-310 4.689679144974e-310
5 9 0 1.0 1.0
5 37 0 5.6e-322 5.6e-322
50 10 0 1.0 1.0
50 8 0 1.0 1.0
51 12 0 1.0 1.0
51 14 0 1.0 1.0
51 13 0 1.0 1.0
51 15 0 1.0 1.0
13 13 0 1.0 1.0
14 1 0 1.0 1.0
14 3 0 1.0 1.0
15 5 0 1.0 1.0
29 15 0 1.0 1.0
5 12 0 1.0 1.0
29 47 0 4.689679594403e-310 4.689679594403e-310
29 23 0 0.0 0.0
30 3 0 1.0 1.0
8 8 0 1.0 1.0
9 9 0 1.0 1.0
5 33 0 6.9100670936993e-310 6.9100670936993e-310
6 26 0 4.68967911184157e-310 4.68967911184157e-310
6 38 0 4.6896795646887e-310 4.6896795646887e-310
6 0 0 1.0 1.0
6 34 0 4.68967922427984e-310 4.68967922427984e-310
6 14 0 1.0 1.0
6 30 0 4.6896791449815e-310 4.6896791449815e-310
7 27 0 0.0 0.0
7 31 0 4.689679594403e-310 4.689679594403e-310
7 39 0 4.6896794587563e-310 4.6896794587563e-310
7 35 0 4.6896792242506e-310 4.6896792242506e-310
7 2 0 1.0 1.0
7 4 0 1.0 1.0
15 7 0 1.0 1.0
9 13 0 1.0 1.0
10 10 0 1.0 1.0
10 14 0 1.0 1.0
11 11 0 1.0 1.0
11 15 0 1.0 1.0
45 40 0 4.6896796022776e-310 4.6896796022776e-310
45 9 0 1.0 1.0
46 14 0 1.0 1.0
46 34 0 4.68967922427984e-310 4.68967922427984e-310
46 41 0 4.68967914498033e-310 4.68967914498033e-310
46 38 0 4.6896795646887e-310 4.6896795646887e-310
46 46 0 4.68967959440497e-310 4.68967959440497e-310
46 10 0 1.0 1.0
30 19 0 4.6896795194149e-310 4.6896795194149e-310
30 7 0 1.0 1.0
47 11 0 1.0 1.0
47 15 0 1.0 1.0
30 23 0 0.0 0.0
31 43 0 0.0 0.0
31 8 0 1.0 1.0
31 19 0 4.6896795194149e-310 4.6896795194149e-310
47 35 0 4.6896792242506e-310 4.6896792242506e-310
47 39 0 4.6896794587563e-310 4.6896794587563e-310
47 42 0 4.68967911184157e-310 4.68967911184157e-310
47 47 0 4.689679594403e-310 4.689679594403e-310
0 10 0 1.0 1.0
0 7 0 1.0 1.0
1 11 0 1.0 1.0
1 13 0 1.0 1.0
2 15 0 1.0 1.0
2 1 0 1.0 1.0
4 28 0 1.0 1.0
4 6 0 1.0 1.0
3 5 0 1.0 1.0
3 3 0 1.0 1.0
4 8 0 1.0 1.0
4 36 0 1.0 1.0
4 24 0 1.0 1.0
4 32 0 1.0 1.0
36 32 0 1.0 1.0
28 42 0 1.0 1.0
5 29 0 1.0 1.0
5 25 0 1.0 1.0
5 9 0 1.0 1.0
5 37 0 1.0 1.0
5 12 0 1.0 1.0
5 33 0 1.0 1.0
6 26 0 1.0 1.0
6 38 0 1.0 1.0
36 4 0 1.0 1.0
44 32 0 1.0 1.0
44 44 0 1.0 1.0
44 12 0 1.0 1.0
44 8 0 1.0 1.0
44 43 0 1.0 1.0
44 36 0 1.0 1.0
45 33 0 1.0 1.0
6 0 0 1.0 1.0
40 3 0 1.0 1.0
40 43 0 1.0 1.0
40 19 0 1.0 1.0
40 28 0 1.0 1.0
8 12 0 1.0 1.0
8 8 0 1.0 1.0
9 9 0 1.0 1.0
9 13 0 1.0 1.0
10 10 0 1.0 1.0
10 14 0 1.0 1.0
11 11 0 1.0 1.0
11 15 0 1.0 1.0
16 8 0 1.0 1.0
16 6 0 1.0 1.0
16 7 0 1.0 1.0
16 10 0 1.0 1.0
17 9 0 1.0 1.0
17 12 0 1.0 1.0
17 11 0 1.0 1.0
17 13 0 1.0 1.0
18 14 0 1.0 1.0
18 0 0 1.0 1.0
48 1 0 1.0 1.0
48 2 0 1.0 1.0
48 0 0 1.0 1.0
48 3 0 1.0 1.0
49 4 0 1.0 1.0
49 6 0 1.0 1.0
49 5 0 1.0 1.0
49 7 0 1.0 1.0
50 11 0 1.0 1.0
50 9 0 1.0 1.0
50 10 0 1.0 1.0
50 8 0 1.0 1.0
51 12 0 1.0 1.0
51 14 0 1.0 1.0
51 13 0 1.0 1.0
51 15 0 1.0 1.0
20 12 0 1.0 1.0
6 34 0 1.0 1.0
6 14 0 1.0 1.0
6 30 0 1.0 1.0
7 27 0 1.0 1.0
7 31 0 1.0 1.0
7 39 0 1.0 1.0
7 35 0 1.0 1.0
32 2 0 1.0 1.0
32 31 0 1.0 1.0
32 2 0 1.0 1.0
32 6 0 1.0 1.0
32 0 0 1.0 1.0
32 26 0 1.0 1.0
33 4 0 1.0 1.0
33 7 0 1.0 1.0
33 6 0 1.0 1.0
33 28 0 1.0 1.0
33 3 0 1.0 1.0
33 27 0 1.0 1.0
34 29 0 1.0 1.0
34 8 0 1.0 1.0
34 4 0 1.0 1.0
34 9 0 1.0 1.0
34 24 0 1.0 1.0
34 0 0 1.0 1.0
35 1 0 1.0 1.0
35 25 0 1.0 1.0
35 12 0 1.0 1.0
35 14 0 1.0 1.0
35 5 0 1.0 1.0
35 30 0 1.0 1.0
24 1 0 1.0 1.0
24 5 0 1.0 1.0
24 21 0 1.0 1.0
24 17 0 1.0 1.0
25 17 0 1.0 1.0
25 41 0 1.0 1.0
20 44 0 1.0 1.0
20 20 0 1.0 1.0
21 0 0 1.0 1.0
21 16 0 1.0 1.0
21 4 0 1.0 1.0
21 20 0 1.0 1.0
22 40 0 1.0 1.0
22 9 0 1.0 1.0
22 16 0 1.0 1.0
23 13 0 1.0 1.0
23 21 0 1.0 1.0
23 45 0 1.0 1.0
12 11 0 1.0 1.0
7 2 0 1.0 1.0
7 4 0 1.0 1.0
28 18 0 1.0 1.0
28 11 0 1.0 1.0
29 15 0 1.0 1.0
29 47 0 1.0 1.0
29 23 0 1.0 1.0
30 3 0 1.0 1.0
30 19 0 1.0 1.0
30 7 0 1.0 1.0
30 23 0 1.0 1.0
31 43 0 1.040 36 0 1.0 1.0
41 37 0 1.0 1.0
41 0 0 1.0 1.0
41 29 0 1.0 1.0
41 40 0 1.0 1.0
18 15 0 1.0 1.0
18 1 0 1.0 1.0
19 3 0 1.0 1.0
19 5 0 1.0 1.0
19 4 0 1.0 1.0
19 2 0 1.0 1.0
 1.0
31 8 0 1.0 1.0
31 19 0 1.0 1.0
25 10 0 1.0 1.0
26 22 0 1.0 1.0
26 46 0 1.0 1.0
26 14 0 1.0 1.0
27 18 0 1.0 1.0
27 22 0 1.0 1.0
27 2 0 1.0 1.0
27 6 0 1.0 1.0
12 10 0 1.0 1.0
13 15 0 1.0 1.0
45 45 0 1.0 1.0
45 37 0 1.0 1.0
45 13 0 1.0 1.0
45 40 0 1.0 1.0
45 9 0 1.0 1.0
46 14 0 1.0 1.0
46 34 0 1.0 1.0
46 41 0 1.0 1.0
46 38 0 1.0 1.0
46 46 0 1.0 1.0
46 10 0 1.0 1.0
13 13 0 1.0 1.0
14 1 0 1.0 1.0
14 3 0 1.0 1.0
15 5 0 1.0 1.0
15 7 0 1.0 1.0
47 11 0 1.0 1.0
47 15 0 1.0 1.0
47 35 0 1.0 1.0
47 39 0 1.0 1.0
47 42 0 1.0 1.0
47 47 0 1.0 1.0
41 16 0 1.0 1.0
42 41 0 1.0 1.0
42 30 0 1.0 1.0
42 38 0 1.0 1.0
42 1 0 1.0 1.0
36 20 0 1.0 1.0
36 44 0 1.0 1.0
36 24 0 1.0 1.0
37 21 0 1.0 1.0
37 45 0 1.0 1.0
42 17 0 1.0 1.0
43 2 0 1.0 1.0
43 39 0 1.0 1.0
37 33 0 1.0 1.0
37 25 0 1.0 1.0
37 5 0 1.0 1.0
38 26 0 1.0 1.0
43 31 0 1.0 1.0
43 18 0 1.0 1.0
43 42 0 1.0 1.0
38 34 0 1.0 1.0
38 46 0 1.0 1.0
38 6 0 1.0 1.0
38 22 0 1.0 1.0
39 35 0 1.0 1.0
39 27 0 1.0 1.0
39 23 0 1.0 1.0
39 47 0 1.0 1.0
39 7 0 1.0 1.0
0.24279081245519973 0.8216255477025927
0.04023498526882309 1.3446314620721593
-0.04023497869518477 1.344631441446055
1.3446314620721593 -0.04023498526882309
0.24279080589694924 -0.8216255299343835
1.344631441446055 0.04023497869518477
0.8216255477025927 -0.24279081245519973
-0.24279081245519973 -0.8216255477025927
-1.3446314620721593 0.04023498526882309
0.8216255299343835 0.24279080589694924
-0.24279080589694924 0.8216255299343835
-0.04023498526882309 -1.3446314620721593
-1.344631441446055 -0.04023497869518477
-0.8216255299343835 -0.24279080589694924
-0.8216255477025927 0.24279081245519973
0.04023497869518477 -1.344631441446055
1.3173259067474101e-17 -5.23485122679763e-18
nan nan
-1.3173259067474101e-17 5.23485122679763e-18
-5.23485122679763e-18 -1.3173259067474101e-17
-2.949453628703249e-17 -2.242822642245422e-17
2.242822642245422e-17 -2.949453628703249e-17
nan nan
-1.8780031312185853e-18 3.335811355789162e-17
-3.335811355789162e-17 -1.8780031312185853e-18
nan nan
-2.242822642245422e-17 2.949453628703249e-17
5.922274307905822e+41 -5.922274313884717e+41
-5.922274313897867e+41 5.9222743198767625e+41
-4.147070249380553e+95 -4.147070245193834e+95
nan nan
8.877898015117717e-18 2.498400506637684e-17
-2.498400506637684e-17 8.877898015117717e-18
-1.9554283252833903e-17 1.3824116792206301e-17
3.838535659757849e-17 -4.419710450658179e-18
nan nan
nan nan
0.9234951586832255 2.2295145442372424
-2.2295145442372424 0.9234951586832255
-0.9234951586832255 -2.2295145442372424
-2.1451278139193463e-17 -3.492665473443417e-17
nan nan
nan nan
2.27947994117529e-17 -3.7822202184313497e-17
1.8780031312185853e-18 -3.335811355789162e-17
nan nan
3.7822202184313497e-17 2.27947994117529e-17
-2.27947994117529e-17 3.7822202184313497e-17
nan nan
0.923495153907541 -2.229514517991105
-3.492665473443417e-17 2.1451278139193463e-17
2.0133469951626948e-17 -1.078437324894438e-18
-8.877898015117717e-18 -2.498400506637684e-17
2.498400506637684e-17 -8.877898015117717e-18
2.2295145442372424 -0.9234951586832255
2.229514517991105 0.923495153907541
-0.923495153907541 2.229514517991105
4.1470702451846257e+95 4.147070240997907e+95
nan nan
-1.5522331670922446e-18 3.7528631614584116e-18
-1.3824116792206301e-17 -1.9554283252833903e-17
nan nan
1.3824116792206301e-17 1.9554283252833903e-17
-4.419710450658179e-18 -3.838535659757849e-17
